"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL275938";"AURINTRICARBOXYLIC ACID";"Aurintricarboxylic acid";"Small molecule";"";"422.35";"102";"314";"2.45";"169.43";"6";"5";"0";"5";"N";"0.45";"2.25";"None";"4.05";"-6.44";"2";"MOL";"-1";"31";"9";"5";"0";"422.0638";"0.42";"ACID";"C22H14O9";"O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O";"GIXWDMTZECRIJT-UHFFFAOYSA-N"
"CHEMBL1909745";"";"";"Small molecule";"";"443.28";"3";"5";"5.96";"68.90";"5";"1";"1";"6";"N";"0.40";"7.84";"None";"6.76";"6.63";"4";"MOL";"-1";"30";"5";"1";"1";"442.0375";"0.07";"NEUTRAL";"C23H16Cl2O5";"O=c1cc(OCc2ccc(Cl)cc2)oc2ccc(OCc3cccc(Cl)c3)c(O)c12";"QYMRRLZVOWZZMJ-UHFFFAOYSA-N"
"CHEMBL2011806";"";"";"Small molecule";"";"375.48";"6";"8";"6.16";"40.51";"2";"1";"1";"3";"N";"0.45";"None";"None";"5.44";"5.44";"4";"MOL";"-1";"29";"3";"1";"1";"375.1735";"-0.29";"NEUTRAL";"C26H21N3";"Cc1[nH]c2ccccc2c1C1=CC(c2ccccc2)=NN=C(c2ccccc2)C1";"ATGYLJWRECLQKW-UHFFFAOYSA-N"
"CHEMBL1909746";"";"";"Small molecule";"";"477.73";"3";"5";"6.62";"68.90";"5";"1";"1";"6";"N";"0.34";"7.84";"None";"7.37";"7.23";"4";"MOL";"-1";"31";"5";"1";"1";"475.9985";"0.09";"NEUTRAL";"C23H15Cl3O5";"O=c1cc(OCc2cc(Cl)cc(Cl)c2)oc2ccc(OCc3cccc(Cl)c3)c(O)c12";"KELSECXOPNOHTL-UHFFFAOYSA-N"
"CHEMBL454576";"MYRICITRIN";"Myricitrin";"Small molecule";"";"464.38";"7";"18";"0.19";"210.51";"12";"8";"2";"3";"N";"0.24";"6.37";"None";"0.60";"-0.60";"3";"MOL";"-1";"33";"12";"8";"2";"464.0955";"2.19";"ACID";"C21H20O12";"C[C@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@@H](O)[C@@H]1O";"DCYOADKBABEMIQ-FHAIKQJESA-N"
"CHEMBL3415710";"";"";"Small molecule";"";"287.41";"5";"17";"5.08";"4.93";"1";"0";"1";"3";"N";"0.63";"None";"None";"5.78";"5.78";"3";"MOL";"-1";"22";"1";"0";"1";"287.1674";"-0.85";"None";"C21H21N";"c1ccc(Cn2c(-c3ccccc3)cc3c2CCCC3)cc1";"ZBQNQZJFNNJBLK-UHFFFAOYSA-N"
"CHEMBL53912";"";"";"Small molecule";"";"289.55";"11";"17";"3.76";"63.83";"4";"2";"0";"2";"N";"0.83";"None";"4.11";"3.97";"3.97";"2";"MOL";"-1";"17";"4";"3";"0";"287.9736";"-1.75";"NEUTRAL";"C10H7Cl3N4";"Nc1nc(Cl)cc(Nc2ccc(Cl)c(Cl)c2)n1";"IPNLIYUZWFQPKO-UHFFFAOYSA-N"
"CHEMBL1813563";"";"";"Small molecule";"";"876.04";"1";"1";"8.07";"191.12";"10";"4";"2";"9";"N";"0.11";"3.98";"5.08";"7.09";"7.19";"5";"MOL";"-1";"63";"14";"4";"3";"875.3564";"-0.18";"ACID";"C48H53N5O9S";"CCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c2ccc(Oc3cc(-c4ccccc4)nc4cc(OC)ccc34)c(c2)/C=C/c2ccccc2S(=O)(=O)NC1=O";"AXSPSAVUCNIKTA-FGKMJUTFSA-N"
"CHEMBL1549566";"";"";"Small molecule";"";"386.04";"33";"50";"4.71";"50.44";"3";"1";"0";"3";"N";"0.61";"7.07";"None";"4.38";"3.90";"2";"MOL";"-1";"19";"3";"1";"0";"383.8997";"-0.45";"NEUTRAL";"C14H10Br2O3";"Cc1ccc(C(=O)/C=C/c2cc(Br)cc(Br)c2O)o1";"ZCWFZYQIQZSECP-ONEGZZNKSA-N"
"CHEMBL490625";"";"";"Small molecule";"";"315.33";"4";"8";"3.33";"74.85";"3";"2";"0";"2";"N";"0.56";"None";"2.69";"4.67";"4.67";"4";"MOL";"-1";"24";"5";"2";"0";"315.1008";"-0.90";"NEUTRAL";"C19H13N3O2";"O=C(Nc1ccccn1)c1cccc2c(=O)c3ccccc3[nH]c12";"YGFOJHDTOTVKNC-UHFFFAOYSA-N"
"CHEMBL501187";"";"";"Small molecule";"";"563.74";"10";"23";"3.76";"162.59";"10";"5";"1";"20";"N";"0.15";"10.23";"0.85";"4.42";"4.42";"2";"MOL";"-1";"40";"11";"5";"2";"563.3683";"0.28";"NEUTRAL";"C29H49N5O6";"CCCCCCCCCCCCCCCCCCNc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2c(=O)[nH]1";"UAVIGKIVXAAMQZ-VGSCBBJJSA-N"
"CHEMBL1447158";"";"";"Small molecule";"";"438.53";"40";"48";"4.85";"110.26";"8";"2";"0";"4";"N";"0.47";"12.67";"2.44";"5.07";"5.07";"4";"MOL";"-1";"30";"7";"3";"0";"438.0820";"-1.89";"NEUTRAL";"C21H18N4O3S2";"COc1cc2cc3c(N)c(C(=O)Nc4sc(C)c(C)c4C#N)sc3nc2cc1OC";"LIFGQVFZCIHISM-UHFFFAOYSA-N"
"CHEMBL490623";"";"";"Small molecule";"";"329.36";"3";"8";"3.64";"74.85";"3";"2";"0";"2";"N";"0.55";"None";"3.48";"5.18";"5.18";"4";"MOL";"-1";"25";"5";"2";"0";"329.1164";"-0.90";"NEUTRAL";"C20H15N3O2";"Cc1ccnc(NC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)c1";"IRWWKEAHKRTNTD-UHFFFAOYSA-N"
"CHEMBL3103513";"";"";"Small molecule";"";"319.32";"4";"13";"4.14";"72.56";"5";"1";"0";"2";"N";"0.56";"8.05";"None";"4.03";"3.95";"4";"MOL";"-1";"24";"5";"1";"0";"319.0845";"-0.22";"NEUTRAL";"C19H13NO4";"COC(=O)c1cccc2oc(-c3ccc4ccccc4c3O)nc12";"ZEFVLFGUGWOWKN-UHFFFAOYSA-N"
"CHEMBL298210";"";"";"Small molecule";"";"528.62";"1";"2";"6.91";"115.56";"4";"4";"2";"9";"N";"0.15";"11.22";"5.47";"5.98";"5.98";"6";"MOL";"-1";"40";"8";"4";"2";"528.2274";"-0.73";"NEUTRAL";"C32H28N6O2";"O=C(CCCCC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1";"NSIWMUKTEQBIHO-UHFFFAOYSA-N"
"CHEMBL4086891";"";"";"Small molecule";"";"646.84";"2";"4";"4.20";"115.89";"6";"2";"1";"13";"N";"0.21";"9.89";"6.32";"3.99";"3.96";"4";"MOL";"-1";"45";"9";"2";"1";"646.2284";"-1.07";"NEUTRAL";"C34H38N4O5S2";"O=C(CCNS(=O)(=O)c1ccc(-c2ccccc2)cc1)N1CCN(CCCNS(=O)(=O)c2ccc(-c3ccccc3)cc2)CC1";"AZCIDEKZGIRJDP-UHFFFAOYSA-N"
"CHEMBL298986";"";"";"Small molecule";"";"245.22";"3";"3";"1.89";"86.72";"5";"3";"0";"2";"N";"0.64";"4.82";"None";"2.07";"1.17";"1";"MOL";"-1";"18";"6";"3";"0";"245.0713";"-1.30";"ACID";"C11H8FN5O";"Oc1[nH]c(Nc2ccc(F)cc2)nc2ncnc1-2";"PMAXALSSLOGZST-UHFFFAOYSA-N"
"CHEMBL2059075";"PERVIRIDAMIDE";"Perviridamide";"Small molecule";"";"352.43";"1";"3";"2.66";"78.43";"3";"3";"0";"9";"N";"0.48";"9.50";"None";"2.68";"2.68";"2";"MOL";"-1";"26";"5";"3";"0";"352.1787";"-0.29";"NEUTRAL";"C21H24N2O3";"O=C(/C=C/c1ccccc1)NCCCCNC(=O)Cc1ccc(O)cc1";"QERNZIGNKQVFBH-JLHYYAGUSA-N"
"CHEMBL4073039";"";"";"Small molecule";"";"632.85";"2";"4";"4.68";"98.82";"6";"2";"1";"14";"N";"0.20";"9.89";"7.23";"4.71";"4.49";"4";"MOL";"-1";"44";"8";"2";"1";"632.2491";"-0.78";"NEUTRAL";"C34H40N4O4S2";"O=S(=O)(NCCCN1CCN(CCCNS(=O)(=O)c2ccc(-c3ccccc3)cc2)CC1)c1ccc(-c2ccccc2)cc1";"QYCHUUHSRNQLSH-UHFFFAOYSA-N"
"CHEMBL492104";"";"";"Small molecule";"";"451.55";"4";"7";"3.07";"85.85";"9";"1";"0";"4";"N";"0.38";"None";"3.76";"3.17";"3.17";"4";"MOL";"-1";"32";"8";"2";"0";"451.1678";"-0.68";"NEUTRAL";"C23H25N5O3S";"COc1cc(OC)c2c(=O)c3cc(N)c(N4CCN(c5nccs5)CC4)cc3n(C)c2c1";"JGFIXHIGHUMANQ-UHFFFAOYSA-N"
"CHEMBL4089519";"";"";"Small molecule";"";"323.40";"2";"5";"5.16";"20.31";"1";"0";"1";"3";"N";"0.61";"None";"None";"4.81";"4.81";"3";"MOL";"-1";"25";"2";"0";"1";"323.1310";"-0.53";"NEUTRAL";"C23H17NO";"O=C1/C(=C\c2ccccc2)C=C(c2ccccc2)N1c1ccccc1";"HOQJPQZIHKOMOH-SILNSSARSA-N"
"CHEMBL3114569";"";"";"Small molecule";"";"519.69";"1";"2";"4.01";"142.36";"9";"4";"1";"18";"N";"0.22";"10.23";"0.87";"4.43";"4.43";"2";"MOL";"-1";"37";"10";"4";"1";"519.3421";"0.15";"NEUTRAL";"C27H45N5O5";"CCCCCCCCCCCCCCCCNc1nc(=O)c2ncn([C@@H]3C[C@H](O)[C@@H](CO)O3)c2c(=O)[nH]1";"CMKFQTRTHZYOBU-BDTNDASRSA-N"
"CHEMBL1378059";"";"";"Small molecule";"";"338.37";"20";"23";"3.05";"90.13";"6";"1";"0";"6";"N";"0.74";"4.01";"None";"4.19";"1.01";"3";"MOL";"-1";"25";"7";"1";"0";"338.1379";"-1.12";"ACID";"C18H18N4O3";"CCC(C(=O)O)n1nnc(-c2ccc(-c3ccc(OC)cc3)cc2)n1";"JRNADSIBOUZAKH-UHFFFAOYSA-N"
"CHEMBL3120368";"";"";"Small molecule";"";"435.87";"1";"1";"5.13";"111.39";"5";"2";"1";"6";"N";"0.25";"4.29";"1.70";"5.02";"2.05";"4";"MOL";"-1";"31";"7";"3";"1";"435.0986";"-1.30";"ACID";"C23H18ClN3O4";"Nc1cc(-c2ccc3c(CC(=O)O)cn(Cc4cccc(Cl)c4)c3c2)cc([N+](=O)[O-])c1";"KXSIZUGYDOJFQU-UHFFFAOYSA-N"
"CHEMBL4517025";"";"";"Unknown";"";"294.34";"4";"5";"3.65";"52.31";"6";"0";"0";"3";"N";"0.58";"None";"None";"3.35";"3.35";"4";"MOL";"-1";"21";"5";"0";"0";"294.0575";"-1.90";"NEUTRAL";"C15H10N4OS";"c1ccc(Oc2ccccc2-c2nn3cnnc3s2)cc1";"KCOSAQLZHSXLNP-UHFFFAOYSA-N"
"CHEMBL3120362";"";"";"Small molecule";"";"280.33";"1";"1";"2.90";"68.25";"3";"2";"0";"4";"N";"0.72";"3.75";"5.13";"2.07";"0.09";"3";"MOL";"-1";"21";"4";"3";"0";"280.1212";"-1.10";"ACID";"C17H16N2O2";"Nc1cccc(Cn2cc(CC(=O)O)c3ccccc32)c1";"SDYVLYMUVUICBE-UHFFFAOYSA-N"
"CHEMBL464649";"EPIFRIEDELINOL";"3Beta-Friedelanol|3Beta-Hydroxyfriedelane";"Small molecule";"";"428.75";"11";"35";"8.25";"20.23";"1";"1";"1";"0";"N";"0.41";"None";"None";"7.73";"7.73";"0";"MOL";"-1";"31";"1";"1";"1";"428.4018";"2.71";"NEUTRAL";"C30H52O";"C[C@H]1[C@@H](O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(C)CC[C@@]2(C)[C@@H]3CC(C)(C)CC[C@]3(C)CC[C@]12C";"XCDQFROEGGNAER-PFOIMGGJSA-N"
"CHEMBL3120369";"";"";"Small molecule";"";"405.89";"1";"1";"4.80";"94.27";"4";"3";"0";"5";"N";"0.42";"4.43";"5.16";"3.40";"1.52";"4";"MOL";"-1";"29";"5";"5";"0";"405.1244";"-1.00";"ACID";"C23H20ClN3O2";"Nc1cc(N)cc(-c2ccc3c(CC(=O)O)cn(Cc4cccc(Cl)c4)c3c2)c1";"YSMZGQGWJHKIJH-UHFFFAOYSA-N"
"CHEMBL4459234";"";"";"Unknown";"";"244.28";"4";"5";"1.79";"52.31";"6";"0";"0";"1";"N";"0.65";"None";"None";"1.73";"1.73";"3";"MOL";"-1";"17";"5";"0";"0";"244.0419";"-1.91";"NEUTRAL";"C11H8N4OS";"c1cc2c(c(-c3nn4cnnc4s3)c1)OCC2";"LALKKGJCLCLOFV-UHFFFAOYSA-N"
"CHEMBL4461656";"";"";"Unknown";"";"218.24";"2";"2";"1.56";"63.31";"6";"1";"0";"1";"N";"0.67";"8.63";"None";"1.54";"1.52";"3";"MOL";"-1";"15";"5";"1";"0";"218.0262";"-1.99";"NEUTRAL";"C9H6N4OS";"Oc1ccccc1-c1nn2cnnc2s1";"PTXDILZCUXIUEL-UHFFFAOYSA-N"
"CHEMBL1813571";"";"";"Small molecule";"";"856.05";"1";"1";"7.73";"191.12";"10";"4";"2";"9";"N";"0.13";"3.82";"5.08";"5.98";"6.40";"4";"MOL";"-1";"61";"14";"4";"3";"855.3877";"-0.04";"ACID";"C46H57N5O9S";"CCC[C@@H]1NC(=O)[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c2ccc(Oc3cc(-c4ccccc4)nc4cc(OC)ccc34)c(c2)/C=C/CCCCS(=O)(=O)NC1=O";"HBQIBMRYTBMZHW-AXZRURBFSA-N"
"CHEMBL4562789";"";"";"Unknown";"";"271.35";"2";"2";"3.41";"47.04";"5";"1";"0";"3";"N";"0.79";"None";"5.23";"2.83";"2.83";"3";"MOL";"-1";"19";"4";"1";"0";"271.0779";"-1.41";"NEUTRAL";"C14H13N3OS";"CNc1cc2nc(-c3ccccc3OC)sc2cn1";"IODLUBXUZTUIOZ-UHFFFAOYSA-N"
"CHEMBL485998";"FRIEDELINE";"Friedelin|Friedeline";"Small molecule";"";"426.73";"25";"40";"8.46";"17.07";"1";"0";"1";"0";"N";"0.38";"None";"None";"8.12";"8.12";"0";"MOL";"-1";"31";"1";"0";"1";"426.3862";"2.64";"NEUTRAL";"C30H50O";"C[C@H]1C(=O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(C)CC[C@@]2(C)[C@@H]3CC(C)(C)CC[C@]3(C)CC[C@]12C";"OFMXGFHWLZPCFL-SVRPQWSVSA-N"
"CHEMBL1371074";"";"";"Small molecule";"";"368.39";"11";"13";"4.25";"72.19";"4";"1";"0";"4";"N";"0.58";"3.90";"0.71";"4.67";"1.46";"4";"MOL";"-1";"28";"5";"1";"0";"368.1161";"-0.84";"ACID";"C23H16N2O3";"O=C(O)c1cccc(-n2c(/C=C/c3ccccc3)nc3ccccc3c2=O)c1";"APJOSIGSDGFGPD-BUHFOSPRSA-N"
"CHEMBL2059295";"";"Sec-O-Glucosylha Maudol";"Small molecule";"";"438.43";"1";"3";"-0.29";"159.05";"10";"5";"0";"3";"N";"0.43";"7.55";"None";"0.40";"0.17";"2";"MOL";"-1";"31";"10";"5";"0";"438.1526";"2.70";"NEUTRAL";"C21H26O10";"Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)[C@@H](O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C3";"QVUPQEXKTXSMKX-IWUPOPMTSA-N"
"CHEMBL210593";"";"";"Small molecule";"";"318.78";"5";"5";"1.47";"100.70";"4";"2";"0";"3";"N";"0.82";"3.22";"1.13";"1.41";"-2.03";"1";"MOL";"-1";"20";"6";"3";"0";"318.0441";"-1.37";"ACID";"C12H15ClN2O4S";"Cc1cc(S(=O)(=O)N2CCC[C@H]2C(=O)O)c(N)cc1Cl";"OWYKAFABUYXQLE-JTQLQIEISA-N"
"CHEMBL1771799";"";"";"Small molecule";"";"279.30";"1";"1";"2.09";"79.80";"5";"2";"0";"3";"N";"0.72";"11.79";"8.19";"1.17";"0.35";"3";"MOL";"-1";"21";"6";"2";"0";"279.1120";"-1.87";"NEUTRAL";"C15H13N5O";"Cc1cc(NNC(=O)c2cnccn2)c2ccccc2n1";"BRIFGLHHYXBFTL-UHFFFAOYSA-N"
"CHEMBL3114563";"";"";"Small molecule";"";"479.58";"3";"6";"1.42";"162.59";"10";"5";"0";"14";"N";"0.25";"10.23";"0.85";"1.75";"1.75";"2";"MOL";"-1";"34";"11";"5";"1";"479.2744";"0.33";"NEUTRAL";"C23H37N5O6";"CCCCCCCCCCCCNc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2c(=O)[nH]1";"SLWXMEVCUZLTFA-CIVUBGFFSA-N"
"CHEMBL4447800";"";"";"Unknown";"";"722.90";"2";"3";"8.91";"148.16";"10";"3";"2";"6";"N";"0.11";"-2.98";"3.08";"7.87";"6.05";"8";"MOL";"-1";"48";"9";"4";"2";"705.0633";"-1.17";"ACID";"C35H26N6O4S4";"Cc1ccc2nc(-c3ccc4nc(-c5ccc(NC(=O)c6ccc7nc(-c8ccc(N)cc8)sc7c6)cc5)sc4c3)sc2c1S(=O)(=O)O.N";"PBLVYNVOMAOQEX-UHFFFAOYSA-N"
"CHEMBL483414";"PYRAMIDATINE";"Pyramidatine";"Small molecule";"";"322.41";"8";"14";"3.03";"58.20";"2";"2";"0";"8";"N";"0.58";"None";"None";"3.01";"3.01";"2";"MOL";"-1";"24";"4";"2";"0";"322.1681";"-0.48";"NEUTRAL";"C20H22N2O2";"O=C(/C=C/c1ccccc1)NCCCCNC(=O)c1ccccc1";"XYVZRTYPQHUZGY-BUHFOSPRSA-N"
"CHEMBL1536896";"";"";"Small molecule";"";"542.59";"53";"71";"3.91";"144.50";"11";"2";"2";"9";"N";"0.18";"3.49";"None";"4.42";"0.81";"4";"MOL";"-1";"37";"10";"2";"1";"542.0818";"-1.18";"ACID";"C25H22N2O8S2";"CCOC(=O)c1sc2nc3c(SCCC(=O)O)cc(C(=O)c4cc(OC)ccc4O)cn3c(=O)c2c1C";"WBNVGVTYQBOUQG-UHFFFAOYSA-N"
"CHEMBL560933";"";"";"Small molecule";"";"438.82";"1";"2";"4.83";"98.36";"7";"2";"0";"4";"N";"0.47";"7.13";"None";"4.86";"4.41";"4";"MOL";"-1";"31";"7";"2";"0";"438.0506";"0.41";"NEUTRAL";"C23H15ClO7";"O=c1c(O)c(-c2ccc3c(c2)OCO3)oc2cc(OCc3cccc(Cl)c3)cc(O)c12";"RLDACGCZSLOROC-UHFFFAOYSA-N"
"CHEMBL3306225";"";"Ribavirin 5'-Diphosphate";"Small molecule";"";"404.17";"1";"1";"-2.78";"236.78";"11";"6";"2";"7";"N";"0.25";"1.77";"None";"-3.16";"-8.05";"1";"MOL";"-1";"25";"15";"7";"2";"404.0134";"0.97";"ACID";"C8H14N4O11P2";"NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)n1";"HWSPXPQHONXITJ-AFCXAGJDSA-N"
"CHEMBL3969033";"";"";"Small molecule";"";"272.29";"2";"5";"1.24";"92.69";"7";"2";"0";"3";"N";"0.70";"10.95";"3.40";"0.79";"0.79";"3";"MOL";"-1";"19";"7";"2";"0";"272.0480";"-2.66";"NEUTRAL";"C11H8N6OS";"O=C(NNc1ncnc2sccc12)c1cnccn1";"CUEDRLYKIHOHBP-UHFFFAOYSA-N"
"CHEMBL46815";"";"";"Small molecule";"";"558.65";"1";"1";"6.50";"139.62";"4";"6";"3";"9";"N";"0.11";"11.21";"5.46";"5.23";"5.23";"6";"MOL";"-1";"42";"10";"6";"3";"558.2492";"-0.88";"NEUTRAL";"C32H30N8O2";"O=C(NCCCCNC(=O)Nc1ccc(-c2nc3ccccc3[nH]2)cc1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1";"QLQHSQDIRDEBGP-UHFFFAOYSA-N"
"CHEMBL4076772";"";"";"Small molecule";"";"552.72";"2";"4";"2.87";"98.82";"6";"2";"1";"10";"N";"0.31";"9.77";"6.31";"3.28";"3.24";"4";"MOL";"-1";"38";"8";"2";"1";"552.1865";"-0.94";"NEUTRAL";"C28H32N4O4S2";"O=S(=O)(NCCN1CCN(CCNS(=O)(=O)c2ccc3ccccc3c2)CC1)c1ccc2ccccc2c1";"ONDCHABMFBXSCT-UHFFFAOYSA-N"
"CHEMBL491772";"";"4,4',4'-Methanetriyltrianiline";"Small molecule";"";"289.38";"1";"1";"3.61";"78.06";"3";"3";"0";"3";"N";"0.51";"None";"4.74";"3.00";"3.00";"3";"MOL";"-1";"22";"3";"6";"1";"289.1579";"-0.08";"NEUTRAL";"C19H19N3";"Nc1ccc(C(c2ccc(N)cc2)c2ccc(N)cc2)cc1";"ADUMIBSPEHFSLA-UHFFFAOYSA-N"
"CHEMBL3919718";"";"";"Small molecule";"";"340.41";"2";"5";"3.43";"90.63";"7";"3";"0";"3";"N";"0.39";"9.10";"3.83";"4.69";"4.68";"3";"MOL";"-1";"24";"6";"3";"0";"340.0994";"-1.57";"NEUTRAL";"C17H16N4O2S";"Oc1ccc(O)c(/C=N/Nc2ncnc3sc4c(c23)CCCC4)c1";"SJXHWWNMOJJBKH-DNTJNYDQSA-N"
"CHEMBL4542310";"";"";"Unknown";"";"276.32";"2";"2";"1.88";"61.54";"7";"0";"0";"5";"N";"0.67";"None";"None";"1.64";"1.64";"3";"MOL";"-1";"19";"6";"0";"0";"276.0681";"-2.32";"NEUTRAL";"C12H12N4O2S";"COCCOc1ccccc1-c1nn2cnnc2s1";"AWQKUDRDPMAGOP-UHFFFAOYSA-N"
"CHEMBL3983922";"";"";"Small molecule";"";"338.44";"2";"5";"3.50";"75.95";"7";"1";"0";"3";"N";"0.58";"11.71";"3.29";"3.45";"3.45";"3";"MOL";"-1";"24";"6";"1";"0";"338.1314";"-2.29";"NEUTRAL";"C17H18N6S";"C/C(=N\Nc1nc(C)nc2sc3c(c12)CCCC3)c1cnccn1";"IIAOGLNJKRNMSO-LSHDLFTRSA-N"
"CHEMBL1254678";"";"";"Small molecule";"";"455.69";"3";"4";"4.45";"47.02";"5";"1";"0";"6";"N";"0.69";"11.06";"8.97";"3.90";"0.99";"1";"MOL";"-1";"33";"5";"1";"0";"455.3512";"-0.26";"BASE";"C28H45N3O2";"CC1CCCN(Cc2cc(CN3CCCC(C)C3)c(O)c(=O)c(CN3CCCC(C)C3)c2)C1";"UAMPJSDMHKPUDU-UHFFFAOYSA-N"
"CHEMBL1909747";"";"";"Small molecule";"";"534.73";"3";"5";"5.91";"68.90";"5";"1";"2";"6";"N";"0.31";"7.84";"None";"7.09";"6.96";"4";"MOL";"-1";"30";"5";"1";"2";"533.9731";"-0.09";"NEUTRAL";"C23H16ClIO5";"O=c1cc(OCc2cccc(I)c2)oc2ccc(OCc3cccc(Cl)c3)c(O)c12";"KCYDQQDAAPRUOO-UHFFFAOYSA-N"
"CHEMBL4519588";"";"";"Unknown";"";"305.36";"4";"5";"4.55";"47.90";"5";"0";"0";"3";"N";"0.56";"None";"3.82";"3.80";"3.80";"4";"MOL";"-1";"22";"4";"0";"0";"305.0623";"-1.62";"NEUTRAL";"C17H11N3OS";"c1ccc(Oc2ncccc2-c2nc3ccncc3s2)cc1";"BEFVRNYCLDLVCZ-UHFFFAOYSA-N"
"CHEMBL1254524";"";"";"Small molecule";"";"413.61";"3";"4";"3.71";"47.02";"5";"1";"0";"6";"N";"0.77";"11.00";"8.66";"2.80";"0.65";"1";"MOL";"-1";"30";"5";"1";"0";"413.3042";"-0.26";"BASE";"C25H39N3O2";"O=c1c(CN2CCCCC2)cc(CN2CCCCC2)cc(CN2CCCCC2)c1O";"DLWUCBNUSFPINF-UHFFFAOYSA-N"
"CHEMBL3923582";"";"";"Small molecule";"";"361.45";"2";"8";"2.27";"96.87";"7";"2";"0";"4";"N";"0.69";"9.41";"2.99";"3.56";"3.56";"3";"MOL";"-1";"24";"7";"2";"0";"361.0667";"-2.14";"NEUTRAL";"C15H15N5O2S2";"O=S(=O)(NNc1ncnc2sc3c(c12)CCCC3)c1ccccn1";"AXLONLATWZSHHG-UHFFFAOYSA-N"
"CHEMBL299415";"";"";"Small molecule";"";"263.21";"4";"5";"2.03";"86.72";"5";"3";"0";"2";"N";"0.66";"4.81";"None";"2.21";"1.31";"1";"MOL";"-1";"19";"6";"3";"0";"263.0619";"-1.63";"ACID";"C11H7F2N5O";"Oc1[nH]c(Nc2ccc(F)c(F)c2)nc2ncnc1-2";"BUWKCTNPZMZBFW-UHFFFAOYSA-N"
"CHEMBL3974447";"";"";"Small molecule";"";"375.46";"2";"5";"3.88";"79.80";"6";"2";"0";"3";"N";"0.53";"13.14";"3.36";"4.58";"4.58";"4";"MOL";"-1";"27";"6";"2";"0";"375.1154";"-2.22";"NEUTRAL";"C20H17N5OS";"O=C(NNc1ncnc2sc3c(c12)CCCC3)c1cnc2ccccc2c1";"ZXNGANPNRBJEIO-UHFFFAOYSA-N"
"CHEMBL4089207";"";"";"Small molecule";"";"604.76";"2";"5";"3.66";"98.82";"6";"2";"1";"12";"N";"0.36";"9.92";"7.24";"3.84";"3.62";"2";"MOL";"-1";"40";"8";"2";"1";"604.2365";"-1.16";"NEUTRAL";"C27H39F3N4O4S2";"CC(C)(C)c1ccc(S(=O)(=O)NCCCN2CCN(CCCNS(=O)(=O)c3ccc(C(F)(F)F)cc3)CC2)cc1";"BKHIOUYCYADTEJ-UHFFFAOYSA-N"
"CHEMBL485089";"";"";"Small molecule";"";"308.34";"1";"3";"2.15";"62.40";"3";"1";"0";"1";"N";"0.70";"None";"None";"3.28";"3.28";"3";"MOL";"-1";"23";"5";"1";"0";"308.1161";"-0.88";"NEUTRAL";"C18H16N2O3";"O=C(c1cccc2c(=O)c3ccccc3[nH]c12)N1CCOCC1";"SSNQWEYMQYHSFZ-UHFFFAOYSA-N"
"CHEMBL3735908";"";"";"Small molecule";"";"320.13";"2";"2";"0.35";"100.63";"7";"3";"0";"2";"N";"0.74";"12.42";"0.24";"0.85";"0.85";"2";"MOL";"-1";"20";"7";"3";"0";"319.0127";"-0.05";"NEUTRAL";"C11H11Cl2N3O4";"OCC1OC(n2nnc3cc(Cl)c(Cl)cc32)C(O)C1O";"XUIJNCCBICNURA-UHFFFAOYSA-N"
"CHEMBL3120371";"";"";"Small molecule";"";"443.18";"1";"1";"4.95";"85.37";"4";"1";"0";"4";"N";"0.46";"3.59";"None";"5.18";"1.83";"3";"MOL";"-1";"27";"6";"1";"0";"441.9776";"-1.21";"ACID";"C17H10BrF3N2O4";"O=C(O)Cc1cn(-c2ccc([N+](=O)[O-])cc2C(F)(F)F)c2ccc(Br)cc12";"DCYIMTKVVVUJIH-UHFFFAOYSA-N"
